Name,Location,Rating,Local Image Path,Original Image URL,Latitude,Longitude
Texas Chicken - Aeon Mall Bình Tân,"Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",3.1,foody_images\67_Texas Chicken - Aeon Mall Bình Tân.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstxjty8q5y198@resize_ss640x400,10.74254428100005,106.61184685600006
Mì Sườn Kho & Heo Viên,"241 Nhật Tảo, P. 8, Quận 10, TP. HCM",3.0,foody_images\68_Mì Sườn Kho & Heo Viên.jpg,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfeak4aln8996@resize_ss640x400,10.764150036000046,106.66584378600004
Sữa Chua Trân Châu Hạ Long - Nguyễn Đức Cảnh,"2 Nguyễn Đức Cảnh, P Tân Phong, Quận 7, TP. HCM",0.5,foody_images\69_Sữa Chua Trân Châu Hạ Long - Nguyễn Đức Cảnh.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv0rl9kvqo41d@resize_ss640x400,10.727703544000065,106.70845853000009
Phố Thành - Bánh Xèo Rau Rừng - Đường Số 41,"97 Đường Số 41, P. 6, Quận 4, TP. HCM",2.1,foody_images\70_Phố Thành - Bánh Xèo Rau Rừng - Đường Số 41.jpg,https://down-vn.img.susercontent.com/vn-11134513-7ras8-m27pvaagcv5gca@resize_ss640x400,10.759467932000064,106.70158457700006
Bánh Mì Sáu Minh - Võ Văn Tần,"170 Võ Văn Tần, P. 5, Quận 3, TP. HCM",2.7,foody_images\71_Bánh Mì Sáu Minh - Võ Văn Tần.jpg,https://down-vn.img.susercontent.com/vn-11134513-820l4-mf6c9z8la77u93@resize_ss640x400,10.774138285000047,106.68795839000006
"Len Tea - Trà Trái Cây, Trà Sữa & Bánh Tráng Tây Ninh","28/60 Dọc Kênh, P. Hiệp Thành, Quận 12, TP. HCM",5.0,"foody_images\72_Len Tea - Trà Trái Cây, Trà Sữa & Bánh Tráng Tây N.jpg",https://down-vn.img.susercontent.com/vn-11134513-820l4-mfv6w4eqkb9pcd@resize_ss640x400,10.8827031,106.6400646
Bún Chả Hà Nội Số 1 Lala - Nguyễn Gia Trí,"40A Nguyễn Gia Trí, P. 25, Quận Bình Thạnh, TP. HCM",2.5,foody_images\73_Bún Chả Hà Nội Số 1 Lala - Nguyễn Gia Trí.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8lvhb481wc5@resize_ss640x400,10.805581,106.715801
WOWTEA - Milo Dầm & Trà Sữa - Cô Bắc,"116 Cô Bắc, P. Cô Giang, Quận 1, TP. HCM",4.9,foody_images\74_WOWTEA - Milo Dầm & Trà Sữa - Cô Bắc.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv89qe9bxqx3a@resize_ss640x400,10.76460247600005,106.69440051600009
Gà Tiềm Vinh Hòa,"47bis Huỳnh Khương Ninh, P. Dakao, Quận 1, TP. HCM",3.2,foody_images\75_Gà Tiềm Vinh Hòa.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lstpwmo8r00442@resize_ss640x400,10.8413117,106.7719371
Mì Trộn Tóp Mỡ Trứng Lòng Đào Bãi Sậy,"566 Nguyễn Trãi, P. 8, Quận 5, TP. HCM",3.5,foody_images\76_Mì Trộn Tóp Mỡ Trứng Lòng Đào Bãi Sậy.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsv2mh3zajlw2f@resize_ss640x400,10.754430685000044,106.66841708000004
Há Cảo Thủy,"010 Lô S Chung Cư Ngô Gia Tự, Hòa Hảo, P. 2, Quận 10, TP. HCM",4.3,foody_images\77_Há Cảo Thủy.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu0mzn6nlw9cd@resize_ss640x400,10.763225426000076,106.67391665800004
Bún Đậu Homemade - Đồng Đen,"241 Đồng Đen, P. 11, Quận Tân Bình, TP. HCM",3.0,foody_images\78_Bún Đậu Homemade - Đồng Đen.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu8nvbjzkck0a@resize_ss640x400,10.78692032500004,106.64347428200006
Bún Mắm Phượng - Bún Mắm Đầu Cá Lóc - Chung Cư Nguyễn Thiện Thuật,"027-029 Lô E Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",2.0,foody_images\79_Bún Mắm Phượng - Bún Mắm Đầu Cá Lóc - Chung Cư Ngu.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsvbgbtca3lw49@resize_ss640x400,10.768752852000034,106.67787402900008
Gà Lắc Phô Mai,"142 Nguyễn Văn Đậu, P. 7, Quận Bình Thạnh, TP. HCM",4.1,foody_images\80_Gà Lắc Phô Mai.jpg,https://down-vn.img.susercontent.com/vn-11134513-7r98o-lsu5ueftjcuc3e@resize_ss640x400,10.80945323800006,106.68937993700008
